candidate_id,dataset,row_index,source_blob,row_sha256,ideal_sha256,ideal_class,attack_name,insertion_position
bipia-table-010,table,10,2d512310b079187218072d493259352f1889fc00,a17e6293d12c36a32d77121446fb5f19c4bc3da5388bfb0ab698a64b312d5bf7,e5e53c784d5d49de1cabb6e904bf3380026aadcb9769775a268dd304dd9aa2df,short_answer,Marketing & Advertising-1,middle
bipia-table-011,table,11,2d512310b079187218072d493259352f1889fc00,d25de3e0518b73223bd3eaa96cd2c66c61db237899c3d78a0a43066f19d7fb84,eae887e820367dd0eef9b7eb23c11ba0afe62993418f15d5949022a09713e3a6,short_answer,Marketing & Advertising-1,middle
bipia-table-012,table,12,2d512310b079187218072d493259352f1889fc00,136c742e67443f2240122189481926db39d0568ade9e516f05451ed5bf6f35eb,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,short_answer,Marketing & Advertising-1,middle
bipia-table-013,table,13,2d512310b079187218072d493259352f1889fc00,d02860ca081d2bde3589ed7b43c5c616a5a258b6e0a8c14e67f570307e1aa7ba,56356a20e6c325717b7c853f8fc071f08f2d7eaa27db74e5b716fdd9b0ccb4d8,short_answer,Marketing & Advertising-1,start
bipia-table-014,table,14,2d512310b079187218072d493259352f1889fc00,8265db6f4f2d0608b50980220fff526fb98ccdbab3d9ec846f40d2c27be362da,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,short_answer,Marketing & Advertising-1,start
bipia-table-015,table,15,2d512310b079187218072d493259352f1889fc00,52311ff609cf835cf38f0a747fbf7b2e314ccb439a1f24e3603b88eece12a576,dba8eec4739876a1178d9c285a0c2c37c6b757b7571acea04c44bc1b4a9d9553,short_answer,Marketing & Advertising-1,start
bipia-table-016,table,16,2d512310b079187218072d493259352f1889fc00,305d7c65e25e9b7aa00dce5ee0c5d7eb8c624183e3aedf96080f265a867e6d70,7902699be42c8a8e46fbbb4501726517e86b22c56a189f7625a6da49081b2451,short_answer,Marketing & Advertising-1,start
bipia-table-017,table,17,2d512310b079187218072d493259352f1889fc00,5c26fda4d2ebadfbf0ad1216bcd168349a86e4083af1873c81b281ebaab268a2,4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a,short_answer,Marketing & Advertising-1,middle
bipia-table-018,table,18,2d512310b079187218072d493259352f1889fc00,27bee7aa93266375b551579d52ecb7dd51a90e04a887bc3d7c35c025d4468a32,19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,short_answer,Marketing & Advertising-1,start
bipia-table-019,table,19,2d512310b079187218072d493259352f1889fc00,359305ab73db66cb94f81a68809e418ec3688dfb7869e0eb0f2d20d4b9b326ed,88c7f08d0be5407e361c165b1b84fdf5ae2f8cb7f76195c8d309330bd7b61527,short_answer,Marketing & Advertising-1,middle
bipia-table-020,table,20,2d512310b079187218072d493259352f1889fc00,1710a52b500aa5a7ebc4f72cb0c943d657c13c215068b018ff7b2c7ef522eeeb,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,short_answer,Marketing & Advertising-1,middle
bipia-table-021,table,21,2d512310b079187218072d493259352f1889fc00,2c5bafc5941bbfe82c63bf4b1400c51d15c3d41cbd6fd10f0a5bf3b51a275501,4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a,short_answer,Marketing & Advertising-1,start
bipia-table-022,table,22,2d512310b079187218072d493259352f1889fc00,5e78d1ca534981c27ec91f03a54e903bc56adc9596e581eeee6e14627586949f,140e0e83bbc2ac2e037dbbd41ec75954de4b2191a5ede542c9b8b63558c1fc2a,short_answer,Marketing & Advertising-1,middle
bipia-table-023,table,23,2d512310b079187218072d493259352f1889fc00,6ad49d901b711a49248f82e68646a4eaa8cdd59d7a191700ab242f0be399b8e1,4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a,short_answer,Marketing & Advertising-1,middle
bipia-table-024,table,24,2d512310b079187218072d493259352f1889fc00,f2f54fa756d301b47049e6106cff3a5503231c810561f6893e5ed865d62bebef,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,short_answer,Marketing & Advertising-1,middle
bipia-table-025,table,25,2d512310b079187218072d493259352f1889fc00,d6cc122045e3784bc34aa6d4c1aefc07d438f240cc1caa74b50a78cd73bd6ce2,e5e53c784d5d49de1cabb6e904bf3380026aadcb9769775a268dd304dd9aa2df,short_answer,Marketing & Advertising-1,start
bipia-table-026,table,26,2d512310b079187218072d493259352f1889fc00,dc3253c451deb41bb9dc315759824af3c96022d3e6489d07de229fa895c6bccc,aa5ab35a9174c2062b7f7697b33fafe5ce404cf5fecf6bfbbf0dc96ba0d90046,short_answer,Marketing & Advertising-1,start
bipia-table-027,table,27,2d512310b079187218072d493259352f1889fc00,a257c57b7af2639336d2ee6ff6bf86f8a50527c085e79532ecf210dc49d2f5ac,cbe7a083a339964388e975a0ca83041767a00a0e27512bf204c0760a86b07d6f,short_answer,Marketing & Advertising-1,end
bipia-table-028,table,28,2d512310b079187218072d493259352f1889fc00,1b0aa02dad1d975b14e589ababa6229eb9dd96ab25c0f19eae4497fb627cdbee,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d,short_answer,Marketing & Advertising-1,end
bipia-table-029,table,29,2d512310b079187218072d493259352f1889fc00,3903c7d7d99a31c7a1f3ed2e1ac073fc768d67baba15bc7ce0f8741bf83befd3,4523540f1504cd17100c4835e85b7eefd49911580f8efff0599a8f283be6b9e3,short_answer,Marketing & Advertising-1,start
bipia-table-030,table,30,2d512310b079187218072d493259352f1889fc00,fa28e603ae495d5e9a605643df33cd2b43dfaed8a20a53844cde2c5c6d52d397,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,short_answer,Marketing & Advertising-1,middle
bipia-table-031,table,31,2d512310b079187218072d493259352f1889fc00,fe2207115ec625be1ab3aefa29beae2510a914c74d3a2b09326b5eb65722d0d9,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,short_answer,Marketing & Advertising-1,start
bipia-table-032,table,32,2d512310b079187218072d493259352f1889fc00,9b1fc8d1ccac118fa92c1c926d2d0a3d9b384fc73ce915a4b759227baa5dcfdf,70fa656aa0391eb9ef7bbc9c7e6771ec09e7d5d7ab1fcbbde2480d21263ee79a,short_answer,Marketing & Advertising-1,middle
bipia-table-033,table,33,2d512310b079187218072d493259352f1889fc00,197220f0795966aa7da4d6f45086abeaaf778fb8e4437c2e1fc12a9273c9b23d,071e5be135b599356b368386e82bce427b4bbd2f2126baf857b2d6726d97a397,short_answer,Marketing & Advertising-1,start
bipia-table-034,table,34,2d512310b079187218072d493259352f1889fc00,2bd1a33a385d9ee15fc7fdfecdb8d8f7192e3f29853f365445da3671211aae8a,071e5be135b599356b368386e82bce427b4bbd2f2126baf857b2d6726d97a397,short_answer,Marketing & Advertising-1,end
bipia-table-035,table,35,2d512310b079187218072d493259352f1889fc00,58bf2a61a54c1055869e1651e18a9b6d1f7befb5a65e2d31b105e1b8adafacdc,7d12ba56e9f8b3dc64f77c87318c4f37bc12cfbf1a37573cdf3e4fa683f20155,short_answer,Marketing & Advertising-1,middle
bipia-table-036,table,36,2d512310b079187218072d493259352f1889fc00,a1bd5c1e161777393537cdd8597b839f8c3e9dfe2efaca0f611eb69129b280cc,e2242fd58f8a452f1fda4315d42e621491baf1f8ae51e19d562b5a32b7177db5,short_answer,Marketing & Advertising-1,middle
bipia-table-037,table,37,2d512310b079187218072d493259352f1889fc00,7a0c9e013de5e365e416b38fb7da9dcbad1286a61c169f31612990895b553896,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,short_answer,Marketing & Advertising-1,end
bipia-table-038,table,38,2d512310b079187218072d493259352f1889fc00,8cab983cf7dddf11bd6351847124d45b085c687ce07cc8f5e2d74cef9c9242fd,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,short_answer,Marketing & Advertising-1,middle
bipia-table-039,table,39,2d512310b079187218072d493259352f1889fc00,74c16b997c848a0019120b4d520321e6f367e1a3ef0548602d1ecdfe822a0acd,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,short_answer,Marketing & Advertising-1,end
bipia-table-040,table,40,2d512310b079187218072d493259352f1889fc00,2b769038885ff6e5a75abc04094ab95853abde3ba9e9aa1aa29dc6b932838705,d90c1651cb46bad0acb3cf867929ec4f612780d265b3716f3a02f45ff72a8961,short_answer,Marketing & Advertising-1,middle
bipia-table-041,table,41,2d512310b079187218072d493259352f1889fc00,c9ff91f000bea99ea2cc5e5aa5ae2a59203599d947ea99397a33cc50a05d3f7a,4815354597c2f6609637cff60ae54b497d1412a88d5067b19f991372fae5ce4a,short_answer,Marketing & Advertising-1,middle
bipia-table-042,table,42,2d512310b079187218072d493259352f1889fc00,50a62d6da73e0f9e7962a132d163f65a60351e8b5e0fe1c4aff0ffd50e8dcbf5,c21c905ffe65aef7a29071a8e0912830d12e7ad2dea0271d3488d640c77766ef,short_answer,Marketing & Advertising-1,middle
bipia-table-043,table,43,2d512310b079187218072d493259352f1889fc00,273344dda3f26a0bb2dec30a5ce368b9887f173a9f640fe271da23396e37b199,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,short_answer,Marketing & Advertising-1,middle
bipia-table-044,table,44,2d512310b079187218072d493259352f1889fc00,d92c437515ec2cbb699eedcdbaf24af0eacc8712242a434cb4293b6dfc412004,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,short_answer,Marketing & Advertising-1,middle
bipia-table-045,table,45,2d512310b079187218072d493259352f1889fc00,9089632d9c593de6d692ef44f604ec2cf211407d3aaf2bc6968b28d0c385e793,7902699be42c8a8e46fbbb4501726517e86b22c56a189f7625a6da49081b2451,short_answer,Marketing & Advertising-1,end
bipia-table-046,table,46,2d512310b079187218072d493259352f1889fc00,0bafa7500cc02105f2ce414c6e1084a41ece0883156e018035f47a22b8ab7ebf,69d233fc4812de8bbecc4fe5a3556a2af0a633f78c54e483624fd568687d5f37,short_answer,Marketing & Advertising-1,middle
bipia-table-047,table,47,2d512310b079187218072d493259352f1889fc00,8dd9a2a9c6b5804e4c768f7731c833a41a98100a0d9eabd04d7337e533cd4693,a5fe9e4e1c10bc3fee32cd3bf7f6abf8de2e96e1eb870e80887c0c9ea01f8a8a,short_answer,Marketing & Advertising-1,end
bipia-table-048,table,48,2d512310b079187218072d493259352f1889fc00,3f28edd05061fb1102bd6a77e7d149c15b08c902f9b87c216da54e8edbf0c5a1,b2be0912741f82ad3b14e146229909caf26210d6c6c58f6d91ca396fcebfcf21,short_answer,Marketing & Advertising-1,end
bipia-table-049,table,49,2d512310b079187218072d493259352f1889fc00,31a706a4bef95395cf5589814ecd12d8d131547a4730ea9f80782c9bd5b5b0c3,fee5871bbd716b6b4d994f3634d7261c1956dc78d38c4e7c6a42f29bbdd0e702,short_answer,Marketing & Advertising-1,end
bipia-table-050,table,50,2d512310b079187218072d493259352f1889fc00,bc3bbd5eb4a09b9f1203e8f1f27e58af7d1a9d11daa65772adad089a17282109,ded6ded3a6e99221fe69437db173086fea9b258efb193f77b7565e9962522c3a,short_answer,Marketing & Advertising-1,end
bipia-table-051,table,51,2d512310b079187218072d493259352f1889fc00,b26e640982903811505e2e724d706740476027c456dae19cf5ee491aa85b22ca,05947b7bdbad0f301c8086a325985c41961fa6c762799f8659f64740683736de,short_answer,Marketing & Advertising-1,middle
bipia-table-052,table,52,2d512310b079187218072d493259352f1889fc00,33ac527c68e406d38baef1066713e5f2b717d940022802efef62a4618dbd14ce,98701585d0c3142607a21852aef3bd6daa4255067352f49fe4e5ac9baa4d5f9d,short_answer,Marketing & Advertising-1,start
bipia-table-053,table,53,2d512310b079187218072d493259352f1889fc00,02dd24837cf1119306aa8fb2915b15a3b61948120b4b00f91d44ece8bb65c686,ce8457d59078a699acb70416f88155a96a906b7b7aad43708402e3a3bcc8a4b4,short_answer,Marketing & Advertising-1,start
bipia-table-054,table,54,2d512310b079187218072d493259352f1889fc00,05c4fdbb2168c025061645558e3cea18055749bbb82f1e14bb347ccc0b2e926a,acdf2907db3d0f909496a419f8e7c003579326a793c5ee42db6e64b778b21e00,short_answer,Marketing & Advertising-1,end
bipia-table-055,table,55,2d512310b079187218072d493259352f1889fc00,bd872d16e7bff0397fbe6a37549b5bc5265d7d6f9087ee31cd74f4fbb73ad237,4523540f1504cd17100c4835e85b7eefd49911580f8efff0599a8f283be6b9e3,short_answer,Marketing & Advertising-1,middle
bipia-table-056,table,56,2d512310b079187218072d493259352f1889fc00,44050b0bbe4917904a739758c2cc911bea0848709c4125712c180ef86510092a,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,short_answer,Marketing & Advertising-1,end
bipia-table-057,table,57,2d512310b079187218072d493259352f1889fc00,70b91b794e38082e371cbace19b2d24ffb468c4f38286c5e36d9fdf5af4a9812,b5846535a30724f96084d6040292d4ad16177e1d22d21d2796865b32c820fdb6,short_answer,Marketing & Advertising-1,middle
bipia-table-058,table,58,2d512310b079187218072d493259352f1889fc00,a19fe7b69c8368e8dda9950f6eeec665ac568fb2d765d77269ed05fdb489c9f6,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,short_answer,Marketing & Advertising-1,middle
bipia-table-059,table,59,2d512310b079187218072d493259352f1889fc00,b5fa0d312a7b2cc1b42bd17155569b44938980f4b35d7d8726af5f06412a94d5,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,short_answer,Marketing & Advertising-1,middle
bipia-table-060,table,60,2d512310b079187218072d493259352f1889fc00,32ab4f3ab9e784de76d3ff62449dceb0340059718d4d577bdcd90cdf27d53f5c,cbb9eb6bd3fa501735965c0f98ff2a79fc3fa8398540096c3ecbc1881a48e85a,short_answer,Marketing & Advertising-1,middle
bipia-table-061,table,61,2d512310b079187218072d493259352f1889fc00,2c47b9fb1d2b3f804ab5b04df158352ccc0a37f4c9a32eb31dad6f89246ef0a5,bbb965ab0c80d6538cf2184babad2a564a010376712012bd07b0af92dcd3097d,short_answer,Marketing & Advertising-1,end
bipia-table-062,table,62,2d512310b079187218072d493259352f1889fc00,1d9c9fda7a3326e7cd9eaf59db1767f43c8492633ed2a11a87688f729c4de5a8,85195d0cad69a3552df8330973aad7d2c075232eebbba4eafc548943dc51177c,short_answer,Marketing & Advertising-1,middle
bipia-table-063,table,63,2d512310b079187218072d493259352f1889fc00,51bfcf1f99afcb85f31cc73a00a8056e55aac365f61c077f7f0d1dfdda160dc8,36ebe205bcdfc499a25e6923f4450fa8d48196ceb4fa0ce077d9d8ec4a36926d,short_answer,Marketing & Advertising-1,start
bipia-table-064,table,64,2d512310b079187218072d493259352f1889fc00,3cb97b8ecb28d87b1abb68ad7b79e3963f77a1bd795fb5df319730bdde00cb05,fa43fe285716babe9ee91e12b699d5c031dd018bd35190e534dca7656653d0dd,short_answer,Marketing & Advertising-1,start
bipia-table-065,table,65,2d512310b079187218072d493259352f1889fc00,aad283648650eb6b5ed204fdcc8d72b2ef6f02fee20046d812fc0faa7e29898f,ef4b4e445bab85f671d5b359aeee04fd278678767dede308a72b460d6304c63b,short_answer,Marketing & Advertising-1,end
bipia-table-066,table,66,2d512310b079187218072d493259352f1889fc00,ce0a3886030d7b117f0aa971a8bf6cbae7501de1b892f58e396c7095b3276a3d,9390298f3fb0c5b160498935d79cb139aef28e1c47358b4bbba61862b9c26e59,short_answer,Marketing & Advertising-1,middle
bipia-table-067,table,67,2d512310b079187218072d493259352f1889fc00,d54631ec81513cbea20793b91d631a6bcec5e53cf45519081b24cbdb1a2c5de9,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,short_answer,Marketing & Advertising-1,middle
bipia-table-068,table,68,2d512310b079187218072d493259352f1889fc00,54b7260a3c2547e2b0d34b6cc730bba16d2b410b90852c87db497a7cd320040e,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,short_answer,Marketing & Advertising-1,start
bipia-table-069,table,69,2d512310b079187218072d493259352f1889fc00,eb799763b4b720d04a1df52db09afde26159a3494f7fcf75bf9660355d9f602f,7bb676571378d1fdc675f4e32153a5aced7fb18f9d6452c3cbc6f78e2e0b6d59,short_answer,Marketing & Advertising-1,start
bipia-table-070,table,70,2d512310b079187218072d493259352f1889fc00,f1cd0b1a9b95a97caa613b48dc11d2c760ac69929a7333beeba9760750364820,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,short_answer,Marketing & Advertising-1,start
bipia-table-071,table,71,2d512310b079187218072d493259352f1889fc00,5ffcabb1367235998bd3c3e9f230c657a6c01eab0009e2b1a5b455314f7362a8,daf6bb1ff26a85858ed5733e6c1982acb975af8071b18cc8b4a7b4065da02880,short_answer,Marketing & Advertising-1,end
bipia-table-072,table,72,2d512310b079187218072d493259352f1889fc00,a6bc75f5cd99fc9946e36b4951be852e3a5e8d03f897990ecdacd5104121d443,08c7d755912c62b15c1b7b49465233b101365b6652aa43c2a961f0213106692f,short_answer,Marketing & Advertising-1,end
bipia-table-073,table,73,2d512310b079187218072d493259352f1889fc00,46163c2649366f3cb11bfafb0c547f9c91ac3c5be9b8a412d0ab5ec54d6e12ed,1f9a4616e947b8d81aaa01b6a93710378a80fc342ebcf298f67a87381af06446,short_answer,Marketing & Advertising-1,middle
bipia-table-074,table,74,2d512310b079187218072d493259352f1889fc00,51f2180ba4805c4d46dc681f31d5b782164684a05cd2c54eed94b46179e01f1b,3f2f0317cda9b3628fee5d65323df9f8ef88f2c75835575ea0d5e675c88a06d7,short_answer,Marketing & Advertising-1,middle
bipia-table-075,table,75,2d512310b079187218072d493259352f1889fc00,903bf341f1e1f53d278052341e6996b18805ed5c189c1876c52ec15f131feb2d,72d1b5da6eeaf1789df86487da50ad5e9dadb5ffaecb56b6de592aa286c9c1b8,short_answer,Marketing & Advertising-1,middle
bipia-table-076,table,76,2d512310b079187218072d493259352f1889fc00,bf5f159bea6dd302118b5c637ae59ad7ad87eef68c188924f673dbf89d6ad153,19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,short_answer,Marketing & Advertising-1,start
bipia-table-077,table,77,2d512310b079187218072d493259352f1889fc00,fcbfb62c46dbf1ac3210cd82da30328c63b93e59dcfaa8026d5bfce6b8b89e7f,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,short_answer,Marketing & Advertising-1,start
bipia-table-078,table,78,2d512310b079187218072d493259352f1889fc00,e50e52b7c1097a59ce901702f4c97f6f86a20b8ef991147da8c41fc3dd4585cc,d47d7cb0e4f8fd2be5ee07826694c18917d83ca77d0a01698582d05f432db996,short_answer,Marketing & Advertising-1,middle
bipia-table-079,table,79,2d512310b079187218072d493259352f1889fc00,7a7613cc8bc123b1a72d85a6a7fbf9cac77d9e485e5b10386f435e1a7d5c1d86,e5e53c784d5d49de1cabb6e904bf3380026aadcb9769775a268dd304dd9aa2df,short_answer,Marketing & Advertising-1,middle
bipia-table-080,table,80,2d512310b079187218072d493259352f1889fc00,94d0f44493f06b0c9c7a1a807f8bbc6518c34150003a620bf364b0ce5facff76,f5ca38f748a1d6eaf726b8a42fb575c3c71f1864a8143301782de13da2d9202b,short_answer,Marketing & Advertising-1,end
bipia-table-081,table,81,2d512310b079187218072d493259352f1889fc00,56f444c74888f6045b4a7923c2ce7b83643015eabe00ccb1c5ec4efbc481c6f6,c85329e3779e4096c2e13bea0182f857883cda3413891e25a4723425cfd552d5,short_answer,Marketing & Advertising-1,start
bipia-table-082,table,82,2d512310b079187218072d493259352f1889fc00,ae014880db5bf8fce4a1861e0434649f14f3a49e1cbe2cc57fb618f16012cf6f,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,short_answer,Marketing & Advertising-1,start
bipia-table-083,table,83,2d512310b079187218072d493259352f1889fc00,11ff3c7e644567bf74bd333dc98f66ab30f8e7aa57e82b031897a0270484fb23,1058405d65b0a1b216216160c63df1a89942c08a0d8164c29831beca8e933337,short_answer,Marketing & Advertising-1,end
bipia-table-084,table,84,2d512310b079187218072d493259352f1889fc00,4286e6c980e5bc0b0d771b80763e29c64a12b6b508e9b6c2e9c2fe3a70b1ccc5,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,short_answer,Marketing & Advertising-1,middle
bipia-table-085,table,85,2d512310b079187218072d493259352f1889fc00,9c3694b3b61f8094f6108991ffaa1baad0e67cadcccba6769de767ec8232a0cd,ea0ccc25daeacc906afdb0309938a9c1deff2436d7a944073166b1ed000705d4,short_answer,Marketing & Advertising-1,start
bipia-table-086,table,86,2d512310b079187218072d493259352f1889fc00,a6a2f146ed7470f18aa1a42ecc2be43bcf1e00aff777a17b3153905e034c7448,7931aa2a1bed855457d1ddf6bc06ab4406a9fba0579045a4d6ff78f9c07c440f,short_answer,Marketing & Advertising-1,start
bipia-table-087,table,87,2d512310b079187218072d493259352f1889fc00,51e0f2be566e43a71ccc3f4a124a814100920d46d9be5ea763e25b2b1fafe468,7a064843cd26dc1754124b04e114b6cf1ec550e7d9602860cfbaa1de67798800,short_answer,Marketing & Advertising-1,end
bipia-table-088,table,88,2d512310b079187218072d493259352f1889fc00,23a0fc35e4d761d0e34386b3d2f2f07fcdccb7fcb388b7a1d6203a9b0fd62b58,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,short_answer,Marketing & Advertising-1,end
bipia-table-089,table,89,2d512310b079187218072d493259352f1889fc00,9b11e9a6f111d68d5163997b43859e707887a9e07e6da18de4e599a7731ad5e7,af44368bb66b7cfd3658bf5206b7c74765d110fb3a689429776b693615bcabf9,short_answer,Marketing & Advertising-1,middle
bipia-table-090,table,90,2d512310b079187218072d493259352f1889fc00,0da24657345743364c87d4f54024e651eae20f4a49bcbc2a8674c0c8031d4a74,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,short_answer,Marketing & Advertising-1,end
bipia-table-091,table,91,2d512310b079187218072d493259352f1889fc00,4d866d2d29a27faf70301dfd7268cc5011174150942a517a65cadd20d3ea39ab,19372fa44c57a01c37a5a8418779ca3d99b0b59731fb351380c9d648e357ab96,short_answer,Marketing & Advertising-1,end
bipia-table-092,table,92,2d512310b079187218072d493259352f1889fc00,a6f9137995743d7d2310ed5cadb1d6d411301c105c8935e73b1a20f389c0f687,6c4d7b0b51fc3b492b7d61ce6bbb530b27b851000ad52c0130873ac514645ab8,short_answer,Marketing & Advertising-1,start
bipia-table-093,table,93,2d512310b079187218072d493259352f1889fc00,0926417ae885966d7c75a81d64de2e920dbaf8585f331d56cd59b2dc19e17e9d,f1cfa5ebb149e8099d561aae57beed6c68f990f45a910ea9d7b460dbcc5350be,short_answer,Marketing & Advertising-1,start
bipia-table-094,table,94,2d512310b079187218072d493259352f1889fc00,4c203cca44eaf812178c257e5eaef2f3fe3639bc2278ffa46d4451a706f8082f,e7f6c011776e8db7cd330b54174fd76f7d0216b612387a5ffcfb81e6f0919683,short_answer,Marketing & Advertising-1,middle
bipia-table-095,table,95,2d512310b079187218072d493259352f1889fc00,5735b66b7953134e1186086b0e50d48890ff35844a82df3a2c7b2edde2e7ad59,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,short_answer,Marketing & Advertising-1,start
bipia-table-096,table,96,2d512310b079187218072d493259352f1889fc00,32aac8827111debe8e705ac7c66b385eac7872c461d60162e9849ea5ed88873b,793bcf4cdef80415bd3c41bab48db2ce2575452b2e55e13eaa63d62a1fb2b8d0,short_answer,Marketing & Advertising-1,middle
bipia-table-097,table,97,2d512310b079187218072d493259352f1889fc00,fc9164b2c1e89f4daaed9c792d0a5ba809d9f1688fc168c3ab17966d7c60ef48,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,short_answer,Marketing & Advertising-1,start
bipia-table-098,table,98,2d512310b079187218072d493259352f1889fc00,bf4e0e0c274636b0a420cb088073ab086000ca784adef0519ea0b3afa4ded998,3b8cb8bad7f94606a1a34a66319c64d593864c00f2faa3900a8a2b89ab0c1102,short_answer,Marketing & Advertising-1,middle
bipia-table-099,table,99,2d512310b079187218072d493259352f1889fc00,586a74cbf9902d1b92c2dc1085eee1fd471d4318ad438f49fe5223ec61432bf8,43990317f497a4c2db6e5cb17f179628c2a8281f8a2d45ffc3ae253087201f09,short_answer,Marketing & Advertising-1,start
